('O', 'T', 'H', 'E', 'M', 'D', 'L', 'P', 'G') ('A', 'S', 'I', 'N', 'C', 'U', 'F', 'R', 'W') 3369482133
('R', 'A', 'T', 'H', 'U', 'C', 'G', 'D', 'M') ('O', 'E', 'I', 'N', 'F', 'S', 'P', 'L', 'W') 3108349795
('A', 'R', 'H', 'E', 'L', 'M', 'G', 'W', 'U') ('O', 'T', 'I', 'N', 'C', 'D', 'P', 'S', 'F') 3108336878
('T', 'R', 'I', 'N', 'C', 'U', 'P', 'L', 'F') ('A', 'O', 'E', 'S', 'D', 'W', 'G', 'H', 'M') 3108302368
('R', 'N', 'H', 'E', 'C', 'D', 'M', 'P', 'F') ('I', 'A', 'T', 'O', 'U', 'L', 'W', 'S', 'G') 3108281952
('O', 'A', 'S', 'T', 'U', 'D', 'F', 'P', 'G') ('E', 'R', 'I', 'N', 'L', 'C', 'W', 'H', 'M') 3108276626
('S', 'A', 'T', 'H', 'U', 'L', 'G', 'D', 'P') ('O', 'E', 'I', 'N', 'F', 'R', 'W', 'C', 'M') 3108207366
('O', 'N', 'T', 'E', 'C', 'D', 'M', 'G', 'F') ('A', 'R', 'I', 'S', 'L', 'U', 'W', 'H', 'P') 3108181452
('E', 'S', 'A', 'N', 'D', 'G', 'U', 'L', 'M') ('I', 'T', 'O', 'R', 'W', 'H', 'P', 'F', 'C') 3108124039
('S', 'I', 'T', 'H', 'U', 'C', 'P', 'L', 'D') ('O', 'A', 'N', 'E', 'F', 'R', 'M', 'G', 'W') 3108112534
('O', 'S', 'I', 'N', 'D', 'U', 'W', 'C', 'P') ('A', 'T', 'R', 'E', 'M', 'H', 'L', 'F', 'G') 3108102448
('I', 'A', 'H', 'E', 'D', 'L', 'M', 'C', 'W') ('S', 'O', 'N', 'T', 'G', 'R', 'F', 'U', 'P') 3108096778
('O', 'T', 'A', 'N', 'P', 'U', 'F', 'L', 'M') ('I', 'S', 'R', 'E', 'C', 'H', 'D', 'W', 'G') 3108095524
('O', 'S', 'T', 'H', 'M', 'C', 'P', 'U', 'D') ('A', 'E', 'I', 'N', 'G', 'R', 'W', 'L', 'F') 3108094042
('A', 'S', 'I', 'N', 'C', 'U', 'P', 'M', 'F') ('O', 'T', 'R', 'E', 'D', 'H', 'L', 'G', 'W') 3108064119
('O', 'N', 'T', 'E', 'L', 'D', 'M', 'U', 'W') ('I', 'S', 'A', 'R', 'C', 'P', 'G', 'H', 'F') 3107964841
('I', 'N', 'H', 'E', 'P', 'L', 'F', 'G', 'W') ('O', 'A', 'S', 'T', 'U', 'R', 'M', 'D', 'C') 3107960385
('O', 'A', 'I', 'N', 'F', 'U', 'W', 'L', 'C') ('S', 'T', 'R', 'E', 'D', 'H', 'M', 'P', 'G') 3107957659
('A', 'R', 'T', 'H', 'L', 'D', 'P', 'U', 'F') ('O', 'E', 'I', 'N', 'G', 'S', 'W', 'C', 'M') 3107945072
('O', 'I', 'T', 'H', 'F', 'D', 'P', 'L', 'M') ('A', 'N', 'E', 'S', 'R', 'U', 'W', 'C', 'G') 3107927815
('I', 'O', 'E', 'R', 'G', 'F', 'W', 'L', 'M') ('A', 'S', 'N', 'T', 'D', 'H', 'U', 'C', 'P') 3107926933
('A', 'S', 'T', 'H', 'L', 'W', 'G', 'D', 'M') ('O', 'E', 'I', 'N', 'U', 'R', 'F', 'C', 'P') 3107880989
('O', 'R', 'A', 'T', 'L', 'F', 'G', 'C', 'P') ('E', 'S', 'I', 'N', 'D', 'U', 'W', 'H', 'M') 3107845233
('A', 'O', 'I', 'N', 'D', 'G', 'C', 'L', 'W') ('S', 'T', 'R', 'E', 'P', 'H', 'M', 'U', 'F') 3107814863
('A', 'S', 'H', 'E', 'C', 'L', 'M', 'P', 'W') ('T', 'O', 'I', 'N', 'D', 'U', 'G', 'R', 'F') 3107780369
('O', 'S', 'I', 'N', 'C', 'U', 'P', 'L', 'F') ('A', 'T', 'R', 'E', 'M', 'H', 'D', 'W', 'G') 3107773995
('O', 'S', 'I', 'N', 'D', 'U', 'G', 'L', 'M') ('A', 'T', 'R', 'E', 'C', 'H', 'F', 'P', 'W') 3107773442
('O', 'S', 'E', 'R', 'F', 'U', 'W', 'M', 'G') ('A', 'T', 'I', 'N', 'D', 'H', 'P', 'L', 'C') 3107732553
('T', 'R', 'A', 'N', 'C', 'G', 'F', 'L', 'M') ('I', 'O', 'E', 'S', 'D', 'U', 'W', 'H', 'P') 3107728891
('A', 'N', 'R', 'E', 'M', 'D', 'P', 'U', 'W') ('O', 'I', 'S', 'T', 'F', 'H', 'L', 'C', 'G') 3107700964
('O', 'I', 'S', 'T', 'F', 'L', 'M', 'P', 'D') ('A', 'N', 'E', 'R', 'C', 'G', 'W', 'H', 'U') 3107690183
('A', 'N', 'T', 'E', 'C', 'D', 'M', 'G', 'F') ('O', 'R', 'I', 'S', 'L', 'U', 'W', 'H', 'P') 3107686919
('N', 'S', 'E', 'R', 'G', 'U', 'F', 'L', 'M') ('A', 'I', 'T', 'O', 'H', 'C', 'P', 'D', 'W') 3107676333
('O', 'E', 'A', 'N', 'U', 'D', 'W', 'L', 'C') ('I', 'R', 'S', 'T', 'M', 'H', 'F', 'G', 'P') 3107656997
('O', 'I', 'E', 'R', 'P', 'F', 'G', 'L', 'W') ('A', 'S', 'N', 'T', 'D', 'H', 'U', 'C', 'M') 3107644128
('O', 'N', 'H', 'E', 'F', 'D', 'M', 'P', 'W') ('I', 'A', 'S', 'T', 'U', 'R', 'C', 'L', 'G') 3107602574
('I', 'A', 'T', 'O', 'F', 'C', 'M', 'D', 'W') ('S', 'N', 'E', 'R', 'P', 'U', 'G', 'H', 'L') 3107596979
('I', 'N', 'E', 'R', 'P', 'G', 'U', 'C', 'W') ('O', 'A', 'S', 'T', 'F', 'H', 'D', 'L', 'M') 3107590318
('I', 'T', 'E', 'R', 'D', 'U', 'C', 'L', 'M') ('O', 'S', 'A', 'N', 'G', 'F', 'W', 'H', 'P') 3107570645
('A', 'S', 'I', 'N', 'D', 'P', 'F', 'L', 'M') ('O', 'T', 'R', 'E', 'C', 'H', 'G', 'U', 'W') 3107544649
('E', 'S', 'I', 'N', 'C', 'G', 'P', 'W', 'F') ('A', 'T', 'O', 'R', 'M', 'H', 'U', 'L', 'D') 3107479755
('R', 'N', 'H', 'E', 'L', 'D', 'M', 'G', 'C') ('O', 'I', 'A', 'T', 'U', 'S', 'F', 'W', 'P') 3107456801
('R', 'S', 'T', 'H', 'D', 'C', 'G', 'L', 'M') ('O', 'I', 'E', 'A', 'P', 'N', 'W', 'F', 'U') 3107450926
('O', 'I', 'E', 'R', 'P', 'F', 'G', 'C', 'W') ('S', 'T', 'A', 'N', 'D', 'H', 'U', 'L', 'M') 3107435498
('A', 'N', 'H', 'E', 'C', 'D', 'M', 'G', 'W') ('O', 'I', 'S', 'T', 'U', 'R', 'F', 'L', 'P') 3107430022
('R', 'N', 'H', 'E', 'M', 'L', 'F', 'W', 'U') ('O', 'I', 'A', 'T', 'C', 'S', 'G', 'D', 'P') 3107429399
('O', 'T', 'I', 'N', 'G', 'D', 'P', 'M', 'F') ('A', 'S', 'R', 'E', 'C', 'H', 'L', 'U', 'W') 3107380361
('T', 'S', 'A', 'N', 'D', 'U', 'F', 'C', 'W') ('I', 'O', 'R', 'E', 'L', 'H', 'M', 'P', 'G') 3107288252
('O', 'A', 'T', 'H', 'W', 'C', 'G', 'L', 'M') ('E', 'S', 'I', 'N', 'D', 'U', 'P', 'R', 'F') 3107277640
('A', 'I', 'T', 'E', 'C', 'D', 'M', 'F', 'G') ('S', 'R', 'O', 'N', 'L', 'U', 'W', 'H', 'P') 3107233153
('O', 'R', 'A', 'T', 'L', 'U', 'W', 'M', 'C') ('E', 'S', 'I', 'N', 'D', 'G', 'P', 'H', 'F') 3107213367
('I', 'S', 'E', 'R', 'P', 'U', 'F', 'L', 'M') ('A', 'T', 'O', 'N', 'G', 'H', 'D', 'C', 'W') 3107138351
('R', 'E', 'T', 'H', 'U', 'C', 'W', 'F', 'P') ('A', 'O', 'I', 'N', 'D', 'S', 'G', 'L', 'M') 3107114173
('E', 'S', 'O', 'N', 'C', 'D', 'M', 'F', 'L') ('I', 'T', 'R', 'A', 'G', 'H', 'P', 'U', 'W') 3107112139
('S', 'R', 'H', 'E', 'L', 'D', 'M', 'C', 'F') ('A', 'I', 'T', 'O', 'U', 'N', 'W', 'P', 'G') 3107082592
('A', 'I', 'S', 'T', 'U', 'D', 'F', 'W', 'P') ('O', 'N', 'E', 'R', 'M', 'G', 'C', 'H', 'L') 3107077475
('R', 'T', 'I', 'N', 'G', 'D', 'P', 'L', 'M') ('A', 'O', 'E', 'S', 'C', 'U', 'W', 'H', 'F') 3107059847
('N', 'T', 'H', 'E', 'P', 'M', 'F', 'W', 'U') ('A', 'O', 'I', 'S', 'D', 'R', 'G', 'L', 'C') 3107052944
('O', 'S', 'E', 'R', 'F', 'U', 'W', 'C', 'P') ('A', 'T', 'I', 'N', 'D', 'H', 'G', 'L', 'M') 3107037985
('A', 'I', 'S', 'T', 'U', 'D', 'P', 'M', 'G') ('O', 'N', 'E', 'R', 'C', 'F', 'W', 'H', 'L') 3107033173
('O', 'S', 'I', 'N', 'D', 'G', 'P', 'M', 'C') ('A', 'T', 'R', 'E', 'W', 'H', 'L', 'U', 'F') 3106992218
('R', 'A', 'S', 'T', 'U', 'D', 'F', 'C', 'M') ('E', 'O', 'I', 'N', 'G', 'H', 'P', 'L', 'W') 3106959807
('S', 'N', 'H', 'E', 'L', 'D', 'F', 'W', 'P') ('I', 'A', 'T', 'O', 'U', 'R', 'M', 'C', 'G') 3106956037
('I', 'A', 'R', 'E', 'D', 'L', 'C', 'P', 'W') ('S', 'T', 'O', 'N', 'G', 'H', 'U', 'M', 'F') 3106930053
('I', 'A', 'R', 'E', 'D', 'L', 'C', 'U', 'P') ('O', 'S', 'N', 'T', 'F', 'H', 'M', 'G', 'W') 3106911897
('O', 'R', 'T', 'H', 'L', 'M', 'W', 'D', 'P') ('A', 'E', 'I', 'N', 'G', 'C', 'U', 'S', 'F') 3106853519
('A', 'N', 'S', 'T', 'L', 'G', 'F', 'C', 'W') ('I', 'O', 'R', 'E', 'D', 'H', 'M', 'U', 'P') 3106808568
('A', 'N', 'E', 'R', 'M', 'G', 'W', 'D', 'C') ('O', 'I', 'S', 'T', 'U', 'H', 'F', 'L', 'P') 3106800892
('A', 'R', 'S', 'T', 'L', 'C', 'F', 'G', 'P') ('E', 'O', 'I', 'N', 'D', 'U', 'W', 'H', 'M') 3106775491
('O', 'S', 'A', 'N', 'D', 'U', 'F', 'L', 'M') ('I', 'T', 'R', 'E', 'C', 'H', 'P', 'G', 'W') 3106765573
('I', 'O', 'T', 'H', 'G', 'L', 'W', 'D', 'M') ('A', 'N', 'E', 'S', 'R', 'U', 'F', 'C', 'P') 3106751806
('I', 'A', 'T', 'H', 'F', 'L', 'W', 'D', 'M') ('O', 'N', 'E', 'S', 'R', 'U', 'G', 'C', 'P') 3106741713
('O', 'N', 'T', 'H', 'L', 'D', 'G', 'U', 'M') ('A', 'I', 'S', 'E', 'C', 'R', 'W', 'P', 'F') 3106729541
('A', 'R', 'S', 'T', 'C', 'D', 'F', 'P', 'G') ('E', 'O', 'I', 'N', 'L', 'U', 'W', 'H', 'M') 3106721921
('T', 'N', 'R', 'E', 'P', 'D', 'W', 'F', 'U') ('O', 'I', 'S', 'A', 'M', 'L', 'H', 'C', 'G') 3106720213
('A', 'N', 'T', 'E', 'L', 'D', 'W', 'G', 'F') ('O', 'R', 'I', 'S', 'H', 'U', 'P', 'M', 'C') 3106713614
('A', 'R', 'T', 'O', 'C', 'M', 'W', 'D', 'P') ('E', 'S', 'I', 'N', 'G', 'H', 'U', 'L', 'F') 3106711134
('T', 'R', 'I', 'N', 'D', 'U', 'P', 'L', 'M') ('A', 'O', 'E', 'S', 'H', 'F', 'G', 'C', 'W') 3106707926
('I', 'O', 'E', 'R', 'D', 'F', 'G', 'M', 'W') ('S', 'T', 'A', 'N', 'P', 'H', 'U', 'L', 'C') 3106679636
('E', 'S', 'A', 'N', 'D', 'G', 'F', 'C', 'W') ('I', 'T', 'O', 'R', 'P', 'H', 'U', 'L', 'M') 3106666358
('I', 'R', 'T', 'O', 'L', 'M', 'W', 'D', 'G') ('E', 'S', 'A', 'N', 'C', 'U', 'F', 'H', 'P') 3106634382
('A', 'O', 'E', 'S', 'D', 'F', 'C', 'L', 'M') ('R', 'T', 'I', 'N', 'G', 'H', 'U', 'P', 'W') 3106632053
('A', 'I', 'T', 'H', 'U', 'M', 'G', 'D', 'F') ('O', 'N', 'E', 'S', 'R', 'P', 'W', 'C', 'L') 3106600015
('A', 'R', 'T', 'I', 'C', 'D', 'M', 'U', 'F') ('O', 'N', 'E', 'S', 'L', 'G', 'W', 'H', 'P') 3106585959
('I', 'R', 'S', 'T', 'L', 'D', 'G', 'C', 'P') ('O', 'E', 'A', 'N', 'U', 'F', 'W', 'H', 'M') 3106558794
('I', 'N', 'H', 'E', 'M', 'D', 'U', 'G', 'W') ('O', 'A', 'S', 'T', 'F', 'R', 'C', 'L', 'P') 3106460701
('O', 'S', 'H', 'E', 'F', 'L', 'P', 'W', 'G') ('A', 'T', 'I', 'N', 'C', 'D', 'U', 'R', 'M') 3106422194
('O', 'A', 'I', 'N', 'F', 'C', 'P', 'L', 'M') ('S', 'T', 'R', 'E', 'G', 'H', 'D', 'U', 'W') 3106409824
('I', 'E', 'S', 'T', 'W', 'D', 'C', 'L', 'M') ('R', 'O', 'A', 'N', 'G', 'U', 'F', 'H', 'P') 3106382624
('I', 'N', 'E', 'R', 'M', 'G', 'F', 'C', 'W') ('O', 'A', 'S', 'T', 'U', 'H', 'D', 'L', 'P') 3106373271
('I', 'A', 'R', 'E', 'D', 'L', 'M', 'P', 'F') ('S', 'T', 'O', 'N', 'G', 'H', 'U', 'C', 'W') 3106353826
('O', 'R', 'I', 'N', 'D', 'G', 'C', 'L', 'M') ('A', 'T', 'S', 'E', 'P', 'H', 'F', 'U', 'W') 3106349818
('S', 'N', 'T', 'E', 'L', 'D', 'G', 'U', 'F') ('A', 'I', 'O', 'R', 'P', 'C', 'W', 'H', 'M') 3106344321
('O', 'A', 'T', 'I', 'F', 'M', 'G', 'C', 'P') ('N', 'S', 'E', 'R', 'D', 'U', 'W', 'H', 'L') 3106329552
('T', 'N', 'E', 'R', 'P', 'G', 'F', 'D', 'M') ('O', 'I', 'S', 'A', 'U', 'L', 'H', 'C', 'W') 3106294148
('A', 'T', 'E', 'R', 'L', 'U', 'M', 'D', 'C') ('O', 'S', 'I', 'N', 'F', 'G', 'W', 'H', 'P') 3106272952
('O', 'N', 'S', 'T', 'U', 'D', 'M', 'G', 'L') ('A', 'I', 'R', 'E', 'C', 'H', 'F', 'P', 'W') 3106242479
('R', 'N', 'H', 'E', 'L', 'D', 'M', 'G', 'U') ('I', 'A', 'T', 'O', 'F', 'C', 'P', 'S', 'W') 3106231693
('A', 'I', 'T', 'E', 'C', 'L', 'M', 'U', 'W') ('R', 'S', 'O', 'N', 'F', 'D', 'G', 'H', 'P') 3106229808
('I', 'O', 'E', 'A', 'D', 'L', 'G', 'F', 'P') ('R', 'S', 'N', 'T', 'C', 'H', 'M', 'U', 'W') 3106189267
('A', 'S', 'I', 'N', 'D', 'U', 'P', 'L', 'M') ('O', 'T', 'R', 'E', 'C', 'H', 'F', 'W', 'G') 3106180734
('R', 'N', 'H', 'E', 'L', 'D', 'F', 'W', 'P') ('A', 'I', 'T', 'O', 'U', 'C', 'M', 'S', 'G') 3106156341
('O', 'S', 'H', 'E', 'M', 'D', 'P', 'W', 'G') ('A', 'T', 'I', 'N', 'L', 'C', 'U', 'R', 'F') 3106147144
('A', 'S', 'I', 'N', 'D', 'U', 'W', 'M', 'F') ('O', 'T', 'R', 'E', 'C', 'H', 'L', 'P', 'G') 3106115065
('O', 'R', 'I', 'N', 'C', 'D', 'P', 'L', 'W') ('A', 'T', 'S', 'E', 'M', 'H', 'F', 'U', 'G') 3106073433
('S', 'N', 'R', 'E', 'M', 'D', 'C', 'F', 'W') ('O', 'A', 'T', 'I', 'U', 'L', 'G', 'H', 'P') 3106061392
('I', 'N', 'T', 'H', 'L', 'C', 'W', 'M', 'U') ('A', 'O', 'S', 'E', 'D', 'R', 'G', 'F', 'P') 3106058674
('N', 'S', 'H', 'E', 'C', 'L', 'F', 'G', 'P') ('I', 'A', 'T', 'O', 'U', 'R', 'W', 'D', 'M') 3106011195
('O', 'R', 'T', 'H', 'L', 'C', 'F', 'U', 'D') ('A', 'E', 'I', 'N', 'G', 'S', 'P', 'M', 'W') 3105987182
('O', 'T', 'I', 'N', 'G', 'D', 'U', 'C', 'W') ('A', 'S', 'R', 'E', 'L', 'H', 'M', 'P', 'F') 3105984439
('O', 'T', 'A', 'N', 'M', 'U', 'F', 'L', 'W') ('I', 'S', 'R', 'E', 'C', 'H', 'D', 'P', 'G') 3105938340
('O', 'S', 'I', 'N', 'D', 'U', 'F', 'C', 'P') ('A', 'T', 'R', 'E', 'M', 'H', 'L', 'G', 'W') 3105922568
('O', 'T', 'I', 'N', 'G', 'U', 'P', 'L', 'W') ('A', 'S', 'R', 'E', 'D', 'H', 'M', 'C', 'F') 3105843939
('A', 'S', 'H', 'E', 'M', 'P', 'F', 'W', 'U') ('O', 'T', 'I', 'N', 'G', 'D', 'C', 'R', 'L') 3105812562
('T', 'R', 'A', 'N', 'L', 'D', 'G', 'C', 'F') ('O', 'I', 'E', 'S', 'P', 'U', 'W', 'H', 'M') 3105801331
('A', 'O', 'I', 'N', 'D', 'U', 'G', 'C', 'W') ('S', 'T', 'R', 'E', 'M', 'H', 'L', 'P', 'F') 3105777922
('I', 'A', 'R', 'E', 'C', 'L', 'M', 'P', 'G') ('O', 'N', 'S', 'T', 'H', 'D', 'F', 'U', 'W') 3105729103
('I', 'O', 'E', 'A', 'D', 'M', 'G', 'F', 'W') ('R', 'S', 'N', 'T', 'C', 'H', 'L', 'U', 'P') 3105696338
('O', 'R', 'A', 'T', 'L', 'U', 'F', 'M', 'D') ('E', 'S', 'I', 'N', 'C', 'G', 'W', 'H', 'P') 3105676881
('A', 'R', 'S', 'T', 'L', 'D', 'F', 'G', 'P') ('E', 'O', 'I', 'N', 'C', 'U', 'W', 'H', 'M') 3105666330
('A', 'S', 'H', 'E', 'C', 'P', 'G', 'W', 'U') ('T', 'O', 'I', 'N', 'D', 'R', 'F', 'L', 'M') 3105664237
('S', 'N', 'T', 'H', 'C', 'D', 'W', 'M', 'L') ('O', 'A', 'I', 'E', 'F', 'R', 'P', 'U', 'G') 3105647132
('S', 'I', 'T', 'H', 'U', 'C', 'F', 'D', 'L') ('A', 'O', 'N', 'E', 'G', 'R', 'M', 'P', 'W') 3105642607
('E', 'T', 'I', 'N', 'G', 'D', 'U', 'L', 'F') ('A', 'S', 'O', 'R', 'C', 'H', 'P', 'M', 'W') 3105629233
('R', 'A', 'T', 'H', 'U', 'C', 'W', 'D', 'M') ('O', 'E', 'I', 'N', 'G', 'S', 'P', 'L', 'F') 3105614894
('O', 'R', 'H', 'E', 'L', 'D', 'F', 'W', 'P') ('A', 'I', 'N', 'T', 'U', 'S', 'M', 'G', 'C') 3105611541
('O', 'I', 'T', 'H', 'F', 'C', 'G', 'D', 'P') ('A', 'N', 'S', 'E', 'L', 'R', 'M', 'U', 'W') 3105604713
('E', 'A', 'T', 'I', 'F', 'L', 'W', 'C', 'P') ('S', 'R', 'O', 'N', 'U', 'D', 'G', 'H', 'M') 3105600493
('O', 'N', 'E', 'S', 'L', 'U', 'W', 'M', 'P') ('I', 'R', 'A', 'T', 'C', 'H', 'F', 'D', 'G') 3105596751
('S', 'N', 'H', 'E', 'L', 'D', 'P', 'U', 'W') ('O', 'A', 'I', 'T', 'F', 'R', 'G', 'C', 'M') 3105562040
('A', 'I', 'T', 'E', 'C', 'D', 'M', 'P', 'G') ('S', 'R', 'O', 'N', 'L', 'U', 'W', 'H', 'F') 3105553359
('I', 'S', 'T', 'O', 'L', 'M', 'W', 'D', 'P') ('A', 'N', 'E', 'R', 'H', 'G', 'U', 'C', 'F') 3105536513
('O', 'R', 'T', 'I', 'L', 'D', 'M', 'P', 'G') ('E', 'S', 'A', 'N', 'C', 'U', 'W', 'H', 'F') 3105525702
('I', 'N', 'H', 'E', 'F', 'D', 'U', 'G', 'W') ('A', 'O', 'S', 'T', 'L', 'R', 'M', 'P', 'C') 3105435195
('R', 'A', 'T', 'H', 'U', 'L', 'M', 'P', 'D') ('O', 'E', 'I', 'N', 'G', 'S', 'W', 'C', 'F') 3105400880
('O', 'A', 'S', 'T', 'U', 'L', 'F', 'C', 'M') ('E', 'R', 'I', 'N', 'D', 'G', 'W', 'H', 'P') 3105383312
('I', 'O', 'R', 'E', 'C', 'L', 'M', 'P', 'F') ('A', 'S', 'N', 'T', 'D', 'H', 'U', 'G', 'W') 3105260784
('O', 'N', 'E', 'S', 'L', 'G', 'W', 'D', 'F') ('A', 'R', 'T', 'I', 'H', 'C', 'M', 'P', 'U') 3105243294
('S', 'T', 'I', 'N', 'G', 'U', 'W', 'L', 'C') ('A', 'O', 'R', 'E', 'D', 'H', 'M', 'P', 'F') 3105240319
('R', 'O', 'N', 'T', 'D', 'U', 'L', 'C', 'M') ('A', 'I', 'E', 'S', 'P', 'G', 'W', 'H', 'F') 3105237907
('A', 'S', 'I', 'N', 'D', 'U', 'W', 'L', 'M') ('O', 'T', 'R', 'E', 'C', 'H', 'P', 'F', 'G') 3105218139
('I', 'S', 'E', 'R', 'C', 'U', 'W', 'P', 'G') ('O', 'T', 'A', 'N', 'D', 'H', 'F', 'L', 'M') 3105204073
('O', 'N', 'H', 'E', 'C', 'D', 'F', 'G', 'W') ('I', 'A', 'S', 'T', 'U', 'R', 'M', 'L', 'P') 3105203674
('S', 'N', 'E', 'R', 'P', 'U', 'F', 'L', 'M') ('A', 'I', 'T', 'O', 'H', 'C', 'W', 'D', 'G') 3105178396
('I', 'N', 'H', 'E', 'C', 'D', 'P', 'G', 'W') ('O', 'A', 'S', 'T', 'U', 'R', 'F', 'L', 'M') 3105166396
('O', 'R', 'T', 'H', 'M', 'C', 'G', 'D', 'P') ('A', 'E', 'I', 'N', 'U', 'S', 'W', 'L', 'F') 3105160090
('A', 'N', 'E', 'R', 'P', 'G', 'W', 'D', 'C') ('O', 'I', 'S', 'T', 'U', 'H', 'F', 'L', 'M') 3105150130
('I', 'S', 'H', 'E', 'M', 'L', 'F', 'W', 'G') ('O', 'A', 'N', 'T', 'U', 'R', 'C', 'D', 'P') 3105139641
('A', 'N', 'T', 'E', 'L', 'C', 'P', 'G', 'U') ('I', 'S', 'O', 'R', 'F', 'D', 'W', 'H', 'M') 3105133131
('A', 'R', 'S', 'T', 'C', 'D', 'M', 'P', 'G') ('E', 'O', 'I', 'N', 'L', 'U', 'W', 'H', 'F') 3105127058
('A', 'I', 'S', 'T', 'U', 'C', 'F', 'L', 'G') ('N', 'O', 'R', 'E', 'D', 'H', 'M', 'P', 'W') 3105101940
('A', 'N', 'S', 'T', 'L', 'D', 'C', 'U', 'G') ('O', 'I', 'E', 'R', 'P', 'F', 'W', 'H', 'M') 3105099985
('O', 'S', 'A', 'N', 'D', 'U', 'F', 'C', 'M') ('I', 'T', 'R', 'E', 'W', 'H', 'L', 'P', 'G') 3105081202
('O', 'T', 'I', 'N', 'W', 'U', 'P', 'L', 'F') ('A', 'S', 'R', 'E', 'D', 'H', 'M', 'C', 'G') 3105081050
('A', 'O', 'I', 'N', 'D', 'U', 'W', 'M', 'F') ('S', 'T', 'R', 'E', 'C', 'H', 'L', 'P', 'G') 3105036409
('I', 'R', 'T', 'H', 'L', 'C', 'W', 'D', 'P') ('A', 'E', 'O', 'N', 'U', 'S', 'G', 'F', 'M') 3105036065
('I', 'S', 'H', 'E', 'M', 'D', 'P', 'U', 'W') ('O', 'A', 'N', 'T', 'F', 'R', 'L', 'C', 'G') 3105028399
('A', 'I', 'T', 'E', 'C', 'D', 'M', 'G', 'W') ('S', 'R', 'O', 'N', 'L', 'U', 'H', 'F', 'P') 3105026944
('N', 'T', 'E', 'R', 'G', 'U', 'W', 'C', 'P') ('O', 'I', 'S', 'A', 'M', 'L', 'H', 'D', 'F') 3105006032
('I', 'O', 'E', 'S', 'D', 'F', 'G', 'W', 'P') ('R', 'T', 'A', 'N', 'M', 'H', 'U', 'L', 'C') 3104972360
('E', 'A', 'T', 'O', 'F', 'L', 'W', 'D', 'C') ('R', 'S', 'I', 'N', 'G', 'U', 'P', 'M', 'H') 3104959945
('O', 'R', 'T', 'H', 'L', 'M', 'W', 'D', 'U') ('A', 'E', 'I', 'N', 'G', 'S', 'P', 'C', 'F') 3104924852
('O', 'N', 'T', 'E', 'L', 'D', 'C', 'G', 'P') ('I', 'S', 'A', 'R', 'M', 'U', 'W', 'H', 'F') 3104923474
('A', 'S', 'T', 'H', 'L', 'C', 'M', 'P', 'F') ('I', 'O', 'N', 'E', 'D', 'R', 'W', 'G', 'U') 3104915184
('A', 'N', 'T', 'E', 'L', 'D', 'P', 'U', 'F') ('I', 'S', 'O', 'R', 'C', 'H', 'G', 'M', 'W') 3104868964
('O', 'I', 'H', 'E', 'F', 'C', 'M', 'P', 'G') ('T', 'S', 'A', 'N', 'L', 'D', 'U', 'R', 'W') 3104767736
('E', 'T', 'I', 'N', 'M', 'D', 'U', 'L', 'F') ('A', 'S', 'O', 'R', 'C', 'H', 'P', 'W', 'G') 3104759710
('I', 'A', 'S', 'T', 'U', 'L', 'W', 'D', 'G') ('O', 'N', 'R', 'E', 'C', 'H', 'M', 'P', 'F') 3104691145
('N', 'S', 'E', 'R', 'D', 'G', 'F', 'C', 'M') ('O', 'A', 'T', 'I', 'U', 'L', 'W', 'H', 'P') 3104690702
('R', 'I', 'T', 'O', 'U', 'C', 'P', 'L', 'D') ('A', 'N', 'E', 'S', 'M', 'G', 'W', 'H', 'F') 3104684369
('A', 'N', 'S', 'T', 'L', 'G', 'W', 'C', 'P') ('I', 'O', 'R', 'E', 'D', 'H', 'M', 'U', 'F') 3104684232
('A', 'R', 'H', 'E', 'M', 'D', 'F', 'G', 'P') ('O', 'I', 'N', 'T', 'U', 'S', 'W', 'C', 'L') 3104674482
('I', 'A', 'T', 'O', 'F', 'L', 'W', 'D', 'M') ('N', 'S', 'R', 'E', 'C', 'H', 'P', 'U', 'G') 3104657618
('O', 'R', 'I', 'N', 'D', 'U', 'P', 'L', 'C') ('A', 'T', 'S', 'E', 'M', 'H', 'F', 'W', 'G') 3104654588
('I', 'N', 'T', 'H', 'L', 'D', 'W', 'M', 'P') ('O', 'A', 'S', 'E', 'F', 'R', 'C', 'U', 'G') 3104639435
('A', 'N', 'T', 'H', 'L', 'G', 'M', 'D', 'P') ('I', 'O', 'S', 'E', 'C', 'R', 'W', 'F', 'U') 3104623191
('O', 'T', 'I', 'N', 'G', 'F', 'P', 'M', 'C') ('A', 'S', 'E', 'R', 'D', 'U', 'W', 'H', 'L') 3104622099
('O', 'S', 'E', 'R', 'M', 'U', 'W', 'C', 'P') ('A', 'T', 'I', 'N', 'D', 'H', 'G', 'L', 'F') 3104614736
('A', 'R', 'T', 'O', 'L', 'C', 'W', 'G', 'P') ('E', 'S', 'I', 'N', 'D', 'U', 'F', 'H', 'M') 3104565351
('I', 'O', 'E', 'S', 'D', 'M', 'W', 'L', 'C') ('R', 'T', 'A', 'N', 'G', 'H', 'U', 'P', 'F') 3104511996
('S', 'T', 'A', 'N', 'M', 'U', 'F', 'C', 'P') ('I', 'O', 'R', 'E', 'D', 'H', 'L', 'G', 'W') 3104487357
