('I', 'O', 'E', 'A', 'D', 'U', 'G', 'F', 'P') ('S', 'N', 'T', 'H', 'L', 'C', 'W', 'R', 'M') 3407234561
('A', 'R', 'I', 'N', 'L', 'U', 'F', 'C', 'P') ('O', 'T', 'H', 'E', 'M', 'S', 'D', 'W', 'G') 3180855428
('A', 'O', 'H', 'E', 'G', 'M', 'F', 'W', 'U') ('T', 'S', 'I', 'N', 'D', 'C', 'P', 'R', 'L') 3180844343
('O', 'S', 'H', 'E', 'C', 'D', 'P', 'W', 'G') ('A', 'T', 'I', 'N', 'L', 'U', 'F', 'R', 'M') 3180829799
('A', 'I', 'E', 'R', 'P', 'G', 'W', 'C', 'M') ('O', 'N', 'T', 'H', 'L', 'D', 'U', 'S', 'F') 3180782727
('S', 'N', 'H', 'E', 'L', 'D', 'M', 'G', 'C') ('O', 'R', 'A', 'T', 'F', 'I', 'U', 'P', 'W') 3180765978
('O', 'R', 'A', 'N', 'L', 'D', 'F', 'C', 'M') ('I', 'T', 'H', 'E', 'G', 'S', 'P', 'W', 'U') 3180705242
('O', 'S', 'A', 'N', 'D', 'U', 'F', 'C', 'P') ('I', 'T', 'H', 'E', 'M', 'R', 'L', 'W', 'G') 3180677346
('O', 'N', 'H', 'E', 'C', 'D', 'M', 'U', 'W') ('I', 'A', 'S', 'T', 'F', 'R', 'P', 'L', 'G') 3180665553
('R', 'N', 'S', 'T', 'F', 'D', 'C', 'G', 'M') ('I', 'A', 'H', 'E', 'O', 'L', 'P', 'W', 'U') 3180647012
('A', 'I', 'T', 'H', 'U', 'C', 'P', 'L', 'F') ('S', 'O', 'R', 'E', 'D', 'N', 'M', 'W', 'G') 3180640908
('E', 'N', 'T', 'H', 'C', 'D', 'G', 'U', 'P') ('I', 'S', 'A', 'R', 'L', 'O', 'W', 'M', 'F') 3180603001
('O', 'A', 'S', 'T', 'F', 'L', 'G', 'C', 'P') ('I', 'N', 'H', 'E', 'R', 'D', 'M', 'W', 'U') 3180550521
('A', 'S', 'I', 'N', 'D', 'U', 'W', 'L', 'F') ('O', 'T', 'H', 'E', 'C', 'R', 'M', 'P', 'G') 3180526016
('T', 'N', 'R', 'E', 'L', 'D', 'M', 'P', 'W') ('O', 'H', 'A', 'S', 'F', 'I', 'U', 'C', 'G') 3180509597
('E', 'I', 'T', 'H', 'D', 'C', 'P', 'L', 'M') ('R', 'S', 'A', 'N', 'G', 'O', 'W', 'U', 'F') 3180508468
('O', 'N', 'T', 'E', 'F', 'C', 'P', 'U', 'W') ('I', 'S', 'A', 'R', 'L', 'D', 'G', 'H', 'M') 3180494355
('I', 'A', 'S', 'E', 'D', 'L', 'C', 'U', 'F') ('O', 'N', 'T', 'H', 'W', 'G', 'P', 'R', 'M') 3180493540
('T', 'N', 'E', 'R', 'L', 'G', 'U', 'C', 'M') ('I', 'H', 'A', 'S', 'D', 'O', 'P', 'W', 'F') 3180473951
('A', 'O', 'T', 'E', 'D', 'L', 'G', 'U', 'P') ('R', 'S', 'I', 'N', 'C', 'F', 'W', 'H', 'M') 3180462658
('I', 'R', 'S', 'T', 'L', 'D', 'F', 'C', 'W') ('O', 'A', 'H', 'E', 'U', 'N', 'M', 'P', 'G') 3180422885
('O', 'A', 'T', 'E', 'F', 'L', 'C', 'U', 'G') ('R', 'S', 'I', 'N', 'D', 'P', 'W', 'H', 'M') 3180403484
('I', 'S', 'T', 'O', 'F', 'C', 'M', 'D', 'G') ('A', 'R', 'H', 'E', 'L', 'N', 'P', 'U', 'W') 3180402598
('I', 'T', 'E', 'R', 'M', 'P', 'W', 'D', 'L') ('O', 'S', 'A', 'N', 'C', 'U', 'G', 'H', 'F') 3180398350
('A', 'I', 'T', 'H', 'P', 'C', 'G', 'D', 'F') ('O', 'N', 'E', 'R', 'L', 'U', 'W', 'S', 'M') 3180345052
('O', 'N', 'E', 'S', 'M', 'U', 'G', 'D', 'P') ('I', 'A', 'T', 'H', 'F', 'C', 'W', 'R', 'L') 3180340636
('A', 'S', 'E', 'R', 'D', 'U', 'P', 'L', 'M') ('O', 'T', 'I', 'N', 'G', 'H', 'F', 'C', 'W') 3180294410
('A', 'R', 'I', 'N', 'D', 'U', 'F', 'C', 'M') ('O', 'T', 'H', 'E', 'W', 'S', 'L', 'P', 'G') 3180285320
('R', 'N', 'T', 'H', 'L', 'G', 'M', 'D', 'F') ('I', 'O', 'E', 'S', 'A', 'U', 'W', 'C', 'P') 3180278298
('T', 'R', 'A', 'N', 'L', 'D', 'W', 'M', 'P') ('I', 'S', 'H', 'E', 'C', 'O', 'G', 'U', 'F') 3180270293
('I', 'N', 'H', 'E', 'C', 'L', 'F', 'G', 'P') ('O', 'A', 'S', 'T', 'U', 'R', 'W', 'D', 'M') 3180254127
('T', 'O', 'A', 'N', 'D', 'U', 'G', 'M', 'C') ('I', 'S', 'H', 'E', 'L', 'R', 'F', 'W', 'P') 3180252823
('A', 'R', 'H', 'E', 'G', 'D', 'P', 'U', 'F') ('S', 'T', 'I', 'N', 'C', 'O', 'W', 'L', 'M') 3180236503
('S', 'R', 'H', 'E', 'L', 'D', 'M', 'P', 'F') ('A', 'T', 'I', 'N', 'G', 'O', 'U', 'C', 'W') 3180234097
('I', 'R', 'H', 'E', 'C', 'L', 'F', 'P', 'U') ('T', 'S', 'A', 'N', 'D', 'O', 'G', 'M', 'W') 3180215113
('O', 'N', 'T', 'E', 'M', 'C', 'P', 'U', 'W') ('I', 'S', 'A', 'R', 'L', 'F', 'G', 'H', 'D') 3180158179
('T', 'R', 'A', 'N', 'L', 'U', 'W', 'C', 'F') ('I', 'O', 'H', 'E', 'D', 'S', 'M', 'P', 'G') 3180131155
('I', 'A', 'T', 'O', 'F', 'L', 'M', 'P', 'D') ('N', 'S', 'H', 'E', 'C', 'R', 'W', 'G', 'U') 3180107306
('I', 'N', 'T', 'H', 'C', 'D', 'M', 'U', 'F') ('A', 'S', 'E', 'R', 'L', 'O', 'G', 'P', 'W') 3180087908
('O', 'A', 'T', 'H', 'U', 'L', 'W', 'D', 'F') ('S', 'I', 'R', 'E', 'C', 'N', 'M', 'P', 'G') 3180079809
('O', 'N', 'H', 'E', 'C', 'D', 'P', 'G', 'U') ('I', 'A', 'S', 'T', 'F', 'R', 'M', 'L', 'W') 3180064559
('E', 'S', 'T', 'H', 'C', 'W', 'P', 'U', 'F') ('A', 'R', 'I', 'N', 'D', 'O', 'G', 'L', 'M') 3180031192
('O', 'N', 'E', 'S', 'M', 'U', 'W', 'D', 'G') ('I', 'A', 'T', 'H', 'F', 'C', 'P', 'R', 'L') 3180022531
('R', 'I', 'T', 'H', 'U', 'C', 'W', 'D', 'L') ('E', 'S', 'A', 'N', 'M', 'O', 'G', 'P', 'F') 3180014679
('O', 'N', 'E', 'R', 'C', 'U', 'W', 'D', 'G') ('A', 'S', 'T', 'H', 'L', 'M', 'F', 'I', 'P') 3180005303
('I', 'A', 'S', 'E', 'D', 'L', 'G', 'W', 'P') ('O', 'N', 'T', 'H', 'R', 'C', 'M', 'U', 'F') 3179995796
('A', 'N', 'T', 'H', 'L', 'D', 'W', 'U', 'P') ('I', 'S', 'E', 'R', 'C', 'O', 'G', 'M', 'F') 3179968409
('O', 'S', 'I', 'N', 'D', 'G', 'C', 'L', 'W') ('A', 'T', 'H', 'E', 'P', 'R', 'M', 'U', 'F') 3179964880
('N', 'S', 'E', 'R', 'D', 'U', 'F', 'P', 'W') ('I', 'A', 'T', 'H', 'O', 'C', 'G', 'L', 'M') 3179911431
('A', 'N', 'S', 'T', 'M', 'D', 'C', 'W', 'P') ('I', 'O', 'H', 'E', 'G', 'R', 'L', 'U', 'F') 3179907329
('O', 'N', 'H', 'E', 'C', 'L', 'M', 'G', 'W') ('I', 'A', 'S', 'T', 'U', 'R', 'F', 'D', 'P') 3179897689
('A', 'O', 'T', 'E', 'D', 'L', 'G', 'U', 'F') ('R', 'S', 'I', 'N', 'C', 'P', 'W', 'H', 'M') 3179887692
('R', 'N', 'H', 'E', 'C', 'D', 'P', 'U', 'F') ('I', 'S', 'A', 'T', 'L', 'O', 'G', 'M', 'W') 3179847196
('O', 'R', 'N', 'T', 'C', 'L', 'M', 'P', 'W') ('A', 'S', 'H', 'E', 'D', 'I', 'U', 'G', 'F') 3179843160
('A', 'I', 'T', 'O', 'M', 'L', 'W', 'D', 'P') ('R', 'S', 'H', 'E', 'C', 'N', 'F', 'U', 'G') 3179825434
('A', 'T', 'I', 'N', 'M', 'G', 'P', 'L', 'F') ('O', 'S', 'H', 'E', 'C', 'R', 'D', 'W', 'U') 3179823136
('I', 'N', 'H', 'E', 'L', 'D', 'U', 'G', 'W') ('O', 'A', 'S', 'T', 'F', 'R', 'M', 'P', 'C') 3179773669
('O', 'A', 'T', 'I', 'C', 'L', 'M', 'P', 'G') ('N', 'S', 'H', 'E', 'D', 'R', 'F', 'W', 'U') 3179755078
('A', 'R', 'H', 'E', 'L', 'D', 'M', 'P', 'F') ('O', 'I', 'S', 'T', 'U', 'N', 'W', 'C', 'G') 3179721386
('I', 'A', 'S', 'E', 'D', 'L', 'C', 'U', 'G') ('O', 'N', 'T', 'H', 'F', 'W', 'P', 'R', 'M') 3179707936
('S', 'T', 'I', 'N', 'W', 'D', 'P', 'L', 'F') ('A', 'O', 'H', 'E', 'C', 'R', 'M', 'U', 'G') 3179704757
('O', 'S', 'I', 'N', 'C', 'F', 'P', 'L', 'M') ('A', 'T', 'H', 'E', 'G', 'R', 'D', 'W', 'U') 3179697399
('O', 'T', 'E', 'S', 'M', 'F', 'P', 'L', 'C') ('A', 'R', 'I', 'N', 'D', 'G', 'W', 'H', 'U') 3179669542
('O', 'A', 'T', 'I', 'U', 'L', 'M', 'P', 'C') ('R', 'S', 'H', 'E', 'D', 'N', 'F', 'W', 'G') 3179662594
('A', 'S', 'I', 'N', 'D', 'C', 'F', 'L', 'W') ('O', 'T', 'H', 'E', 'P', 'R', 'M', 'U', 'G') 3179636264
('I', 'A', 'T', 'H', 'F', 'L', 'G', 'D', 'M') ('S', 'O', 'R', 'E', 'C', 'N', 'P', 'U', 'W') 3179635200
('A', 'N', 'T', 'H', 'L', 'D', 'W', 'F', 'P') ('S', 'I', 'E', 'R', 'U', 'O', 'G', 'C', 'M') 3179612086
('I', 'S', 'E', 'R', 'C', 'U', 'P', 'M', 'G') ('A', 'N', 'T', 'H', 'L', 'D', 'F', 'O', 'W') 3179610977
('I', 'A', 'S', 'E', 'F', 'L', 'M', 'W', 'G') ('O', 'N', 'T', 'H', 'C', 'D', 'P', 'R', 'U') 3179591744
('O', 'I', 'T', 'H', 'U', 'L', 'W', 'D', 'M') ('A', 'N', 'E', 'R', 'C', 'G', 'P', 'S', 'F') 3179579038
('A', 'S', 'E', 'R', 'L', 'U', 'W', 'P', 'F') ('I', 'N', 'T', 'H', 'C', 'D', 'M', 'O', 'G') 3179563770
('O', 'S', 'H', 'E', 'C', 'D', 'M', 'P', 'F') ('R', 'T', 'I', 'N', 'G', 'A', 'U', 'L', 'W') 3179562800
('A', 'N', 'S', 'T', 'L', 'D', 'M', 'P', 'G') ('I', 'O', 'H', 'E', 'C', 'R', 'F', 'W', 'U') 3179544905
('O', 'S', 'T', 'H', 'L', 'C', 'P', 'U', 'D') ('A', 'I', 'R', 'E', 'M', 'N', 'W', 'F', 'G') 3179538261
('O', 'R', 'A', 'T', 'L', 'F', 'G', 'D', 'P') ('S', 'I', 'H', 'E', 'C', 'N', 'M', 'U', 'W') 3179530494
('O', 'S', 'H', 'E', 'F', 'D', 'M', 'U', 'G') ('A', 'T', 'I', 'N', 'L', 'C', 'P', 'R', 'W') 3179530011
('O', 'S', 'I', 'N', 'C', 'U', 'F', 'L', 'M') ('A', 'T', 'H', 'E', 'P', 'R', 'D', 'W', 'G') 3179525890
('E', 'N', 'T', 'H', 'L', 'G', 'W', 'F', 'P') ('I', 'S', 'A', 'R', 'C', 'O', 'U', 'D', 'M') 3179484497
('A', 'O', 'E', 'S', 'D', 'M', 'W', 'L', 'C') ('I', 'N', 'T', 'H', 'F', 'G', 'P', 'R', 'U') 3179451311
('S', 'A', 'T', 'H', 'U', 'L', 'M', 'D', 'F') ('E', 'R', 'I', 'N', 'C', 'O', 'G', 'W', 'P') 3179445482
('O', 'A', 'T', 'E', 'U', 'L', 'W', 'C', 'P') ('R', 'S', 'I', 'N', 'D', 'G', 'F', 'H', 'M') 3179445013
('I', 'O', 'E', 'R', 'D', 'F', 'P', 'M', 'W') ('A', 'S', 'T', 'H', 'L', 'C', 'G', 'N', 'U') 3179427892
('N', 'T', 'E', 'R', 'G', 'U', 'P', 'L', 'F') ('I', 'H', 'A', 'S', 'M', 'O', 'W', 'D', 'C') 3179364028
('I', 'S', 'E', 'R', 'C', 'P', 'W', 'L', 'M') ('O', 'A', 'T', 'H', 'U', 'D', 'G', 'N', 'F') 3179338838
('I', 'S', 'E', 'R', 'D', 'U', 'P', 'M', 'W') ('A', 'N', 'T', 'H', 'L', 'C', 'F', 'O', 'G') 3179302923
('T', 'N', 'R', 'E', 'C', 'D', 'M', 'P', 'W') ('I', 'H', 'A', 'S', 'L', 'O', 'U', 'G', 'F') 3179290158
('O', 'N', 'E', 'S', 'F', 'U', 'W', 'D', 'P') ('A', 'I', 'T', 'H', 'C', 'L', 'G', 'R', 'M') 3179271946
('O', 'A', 'S', 'T', 'U', 'L', 'G', 'C', 'M') ('I', 'R', 'H', 'E', 'D', 'N', 'P', 'W', 'F') 3179264474
('R', 'N', 'H', 'E', 'P', 'L', 'M', 'U', 'F') ('I', 'S', 'A', 'T', 'C', 'O', 'G', 'D', 'W') 3179263347
('I', 'R', 'H', 'E', 'L', 'D', 'M', 'C', 'G') ('S', 'T', 'A', 'N', 'W', 'O', 'U', 'P', 'F') 3179255205
('O', 'N', 'T', 'H', 'F', 'C', 'W', 'D', 'L') ('A', 'S', 'E', 'R', 'M', 'U', 'G', 'I', 'P') 3179233629
('E', 'T', 'I', 'N', 'C', 'U', 'P', 'L', 'F') ('A', 'S', 'O', 'R', 'M', 'D', 'G', 'H', 'W') 3179228562
('O', 'N', 'S', 'T', 'L', 'D', 'C', 'U', 'F') ('A', 'I', 'H', 'E', 'P', 'R', 'M', 'W', 'G') 3179222603
('I', 'S', 'H', 'E', 'D', 'L', 'G', 'W', 'U') ('O', 'A', 'N', 'T', 'F', 'R', 'M', 'P', 'C') 3179219906
('O', 'N', 'T', 'H', 'F', 'D', 'M', 'U', 'L') ('A', 'S', 'E', 'R', 'C', 'P', 'G', 'I', 'W') 3179201768
('T', 'N', 'E', 'R', 'L', 'G', 'W', 'D', 'M') ('O', 'H', 'A', 'S', 'F', 'I', 'U', 'C', 'P') 3179199036
('A', 'T', 'E', 'R', 'P', 'U', 'F', 'D', 'L') ('O', 'S', 'I', 'N', 'C', 'G', 'W', 'H', 'M') 3179196436
('O', 'S', 'I', 'N', 'D', 'F', 'C', 'L', 'W') ('A', 'T', 'H', 'E', 'P', 'R', 'M', 'U', 'G') 3179156082
('O', 'T', 'E', 'R', 'M', 'U', 'F', 'D', 'L') ('A', 'S', 'I', 'N', 'C', 'G', 'W', 'H', 'P') 3179148425
('O', 'T', 'H', 'E', 'P', 'M', 'G', 'U', 'W') ('A', 'S', 'I', 'N', 'L', 'D', 'C', 'R', 'F') 3179134006
('A', 'T', 'H', 'E', 'M', 'L', 'D', 'C', 'P') ('S', 'O', 'I', 'N', 'G', 'U', 'F', 'R', 'W') 3179115803
('A', 'I', 'T', 'O', 'U', 'C', 'M', 'P', 'G') ('N', 'S', 'H', 'E', 'D', 'R', 'L', 'W', 'F') 3179104217
('I', 'N', 'T', 'H', 'L', 'C', 'W', 'D', 'P') ('A', 'S', 'E', 'R', 'M', 'O', 'G', 'U', 'F') 3179099409
('R', 'A', 'T', 'O', 'F', 'C', 'P', 'D', 'G') ('I', 'N', 'H', 'E', 'L', 'S', 'M', 'W', 'U') 3179087102
('A', 'R', 'I', 'N', 'L', 'U', 'W', 'C', 'F') ('O', 'T', 'H', 'E', 'M', 'S', 'D', 'G', 'P') 3179082473
('O', 'T', 'E', 'S', 'M', 'U', 'F', 'L', 'C') ('A', 'R', 'I', 'N', 'D', 'G', 'W', 'H', 'P') 3179032079
('E', 'T', 'I', 'N', 'D', 'U', 'P', 'M', 'F') ('A', 'S', 'O', 'R', 'C', 'H', 'G', 'L', 'W') 3179009689
('R', 'S', 'H', 'E', 'C', 'D', 'F', 'G', 'U') ('A', 'T', 'I', 'N', 'M', 'O', 'P', 'L', 'W') 3178973611
('I', 'A', 'T', 'H', 'U', 'L', 'W', 'D', 'P') ('O', 'N', 'E', 'R', 'C', 'G', 'F', 'S', 'M') 3178953320
('T', 'R', 'A', 'N', 'L', 'D', 'G', 'C', 'P') ('O', 'I', 'H', 'E', 'U', 'S', 'M', 'F', 'W') 3178949647
('A', 'S', 'H', 'E', 'L', 'D', 'F', 'W', 'P') ('O', 'T', 'I', 'N', 'G', 'U', 'C', 'R', 'M') 3178923553
('I', 'S', 'T', 'E', 'C', 'M', 'P', 'F', 'W') ('O', 'R', 'A', 'N', 'L', 'D', 'G', 'H', 'U') 3178901121
('I', 'R', 'H', 'E', 'L', 'D', 'M', 'P', 'F') ('O', 'A', 'S', 'T', 'U', 'N', 'W', 'C', 'G') 3178869793
('A', 'S', 'I', 'N', 'D', 'C', 'P', 'W', 'F') ('O', 'T', 'H', 'E', 'M', 'R', 'L', 'U', 'G') 3178857165
('I', 'S', 'H', 'E', 'C', 'L', 'M', 'P', 'F') ('O', 'A', 'N', 'T', 'U', 'R', 'W', 'D', 'G') 3178819896
('S', 'T', 'E', 'R', 'P', 'U', 'W', 'D', 'G') ('O', 'H', 'I', 'N', 'L', 'A', 'F', 'C', 'M') 3178808867
('I', 'A', 'H', 'E', 'D', 'L', 'M', 'C', 'U') ('S', 'O', 'N', 'T', 'G', 'R', 'W', 'F', 'P') 3178767346
('S', 'N', 'T', 'H', 'L', 'D', 'M', 'U', 'P') ('A', 'I', 'E', 'R', 'F', 'O', 'G', 'C', 'W') 3178764632
('O', 'T', 'I', 'N', 'G', 'D', 'U', 'L', 'F') ('A', 'S', 'H', 'E', 'C', 'R', 'M', 'P', 'W') 3178743230
('O', 'R', 'S', 'T', 'L', 'C', 'M', 'P', 'G') ('A', 'I', 'H', 'E', 'D', 'N', 'F', 'W', 'U') 3178731646
('O', 'N', 'E', 'R', 'F', 'G', 'W', 'D', 'C') ('S', 'A', 'T', 'H', 'U', 'L', 'M', 'I', 'P') 3178659947
('E', 'I', 'T', 'O', 'U', 'C', 'P', 'L', 'G') ('S', 'R', 'A', 'N', 'H', 'D', 'F', 'M', 'W') 3178658424
('R', 'N', 'T', 'H', 'L', 'D', 'W', 'U', 'M') ('A', 'I', 'E', 'S', 'P', 'O', 'G', 'C', 'F') 3178631318
('E', 'I', 'T', 'H', 'D', 'C', 'M', 'L', 'F') ('R', 'S', 'A', 'N', 'G', 'O', 'U', 'P', 'W') 3178619409
('A', 'S', 'T', 'H', 'D', 'C', 'M', 'U', 'F') ('E', 'R', 'I', 'N', 'L', 'O', 'G', 'W', 'P') 3178617606
('O', 'N', 'S', 'T', 'F', 'D', 'P', 'L', 'G') ('A', 'I', 'H', 'E', 'C', 'R', 'M', 'W', 'U') 3178617198
('A', 'S', 'H', 'E', 'M', 'L', 'F', 'P', 'U') ('O', 'T', 'I', 'N', 'G', 'D', 'C', 'R', 'W') 3178581994
('R', 'A', 'S', 'T', 'U', 'L', 'C', 'D', 'G') ('O', 'I', 'H', 'E', 'F', 'N', 'M', 'P', 'W') 3178568975
('A', 'O', 'I', 'N', 'G', 'U', 'P', 'L', 'C') ('S', 'T', 'H', 'E', 'M', 'R', 'D', 'W', 'F') 3178555508
('A', 'O', 'I', 'N', 'D', 'U', 'G', 'F', 'C') ('S', 'T', 'H', 'E', 'M', 'R', 'L', 'P', 'W') 3178480503
('A', 'I', 'H', 'E', 'C', 'L', 'M', 'G', 'F') ('S', 'O', 'N', 'T', 'U', 'R', 'W', 'D', 'P') 3178435847
('I', 'N', 'T', 'H', 'C', 'D', 'P', 'U', 'F') ('A', 'S', 'E', 'R', 'L', 'O', 'G', 'M', 'W') 3178431518
('O', 'S', 'I', 'N', 'D', 'U', 'P', 'M', 'C') ('A', 'T', 'H', 'E', 'W', 'R', 'L', 'F', 'G') 3178392069
('I', 'R', 'S', 'T', 'L', 'C', 'F', 'M', 'G') ('A', 'O', 'H', 'E', 'D', 'N', 'P', 'U', 'W') 3178379549
('T', 'R', 'A', 'N', 'D', 'U', 'P', 'L', 'M') ('I', 'S', 'H', 'E', 'C', 'O', 'G', 'W', 'F') 3178376487
('A', 'N', 'T', 'E', 'F', 'D', 'P', 'G', 'W') ('O', 'R', 'I', 'S', 'L', 'U', 'H', 'C', 'M') 3178355807
('O', 'N', 'S', 'T', 'F', 'D', 'C', 'G', 'M') ('A', 'R', 'H', 'E', 'L', 'I', 'P', 'U', 'W') 3178349652
('I', 'R', 'H', 'E', 'L', 'M', 'F', 'G', 'U') ('T', 'S', 'A', 'N', 'D', 'O', 'W', 'C', 'P') 3178319131
('R', 'T', 'H', 'E', 'G', 'D', 'P', 'U', 'W') ('O', 'S', 'I', 'N', 'C', 'A', 'F', 'L', 'M') 3178313884
('I', 'S', 'T', 'H', 'L', 'C', 'G', 'D', 'F') ('O', 'A', 'R', 'E', 'U', 'N', 'M', 'P', 'W') 3178242993
('R', 'I', 'T', 'O', 'U', 'C', 'M', 'D', 'G') ('A', 'N', 'H', 'E', 'L', 'S', 'F', 'W', 'P') 3178211229
('A', 'I', 'T', 'E', 'M', 'C', 'P', 'F', 'W') ('S', 'R', 'O', 'N', 'L', 'D', 'G', 'H', 'U') 3178198133
('O', 'N', 'H', 'E', 'L', 'D', 'F', 'G', 'W') ('I', 'A', 'S', 'T', 'U', 'R', 'M', 'P', 'C') 3178186600
('N', 'T', 'E', 'R', 'G', 'U', 'P', 'L', 'C') ('I', 'H', 'A', 'S', 'M', 'O', 'W', 'D', 'F') 3178180794
('A', 'R', 'I', 'N', 'L', 'D', 'W', 'C', 'F') ('O', 'T', 'H', 'E', 'M', 'S', 'P', 'U', 'G') 3178143048
('A', 'O', 'E', 'S', 'D', 'U', 'M', 'L', 'C') ('I', 'N', 'T', 'H', 'F', 'G', 'P', 'R', 'W') 3178104007
('R', 'T', 'H', 'E', 'P', 'M', 'C', 'U', 'G') ('A', 'S', 'I', 'N', 'D', 'O', 'W', 'L', 'F') 3178098093
('E', 'R', 'I', 'N', 'D', 'G', 'P', 'C', 'W') ('O', 'A', 'T', 'H', 'U', 'L', 'M', 'S', 'F') 3178086550
('R', 'T', 'H', 'E', 'P', 'M', 'C', 'G', 'F') ('A', 'S', 'I', 'N', 'D', 'O', 'U', 'L', 'W') 3178080535
('R', 'T', 'I', 'N', 'G', 'D', 'P', 'L', 'F') ('A', 'S', 'H', 'E', 'C', 'O', 'M', 'W', 'U') 3178072984
('O', 'R', 'A', 'N', 'L', 'D', 'W', 'M', 'C') ('I', 'T', 'H', 'E', 'P', 'S', 'F', 'G', 'U') 3178062617
('I', 'E', 'S', 'T', 'U', 'D', 'M', 'P', 'C') ('O', 'R', 'A', 'N', 'L', 'G', 'W', 'H', 'F') 3178052353
('R', 'S', 'H', 'E', 'C', 'D', 'P', 'U', 'F') ('A', 'T', 'I', 'N', 'G', 'O', 'W', 'L', 'M') 3178042371
('A', 'T', 'E', 'R', 'M', 'U', 'F', 'D', 'L') ('O', 'S', 'I', 'N', 'C', 'G', 'W', 'H', 'P') 3178040361
('O', 'A', 'T', 'H', 'U', 'C', 'W', 'D', 'M') ('I', 'N', 'R', 'E', 'L', 'S', 'F', 'G', 'P') 3178020135
('O', 'I', 'S', 'T', 'F', 'L', 'G', 'D', 'P') ('A', 'N', 'H', 'E', 'C', 'R', 'M', 'W', 'U') 3178003324
('A', 'S', 'H', 'E', 'L', 'D', 'M', 'P', 'C') ('O', 'T', 'I', 'N', 'G', 'U', 'F', 'R', 'W') 3177972648
('A', 'N', 'E', 'S', 'M', 'G', 'W', 'D', 'C') ('O', 'I', 'T', 'H', 'U', 'F', 'P', 'R', 'L') 3177956959
('A', 'R', 'H', 'E', 'C', 'L', 'M', 'G', 'U') ('T', 'S', 'I', 'N', 'D', 'O', 'W', 'P', 'F') 3177953127
('R', 'S', 'T', 'H', 'D', 'L', 'M', 'U', 'F') ('O', 'E', 'I', 'N', 'G', 'A', 'W', 'C', 'P') 3177928490
('O', 'A', 'I', 'N', 'F', 'D', 'P', 'L', 'M') ('S', 'T', 'H', 'E', 'W', 'R', 'C', 'U', 'G') 3177914684
('A', 'S', 'T', 'E', 'L', 'C', 'M', 'P', 'W') ('O', 'R', 'I', 'N', 'D', 'U', 'G', 'H', 'F') 3177913056
('O', 'R', 'A', 'T', 'L', 'U', 'W', 'D', 'M') ('S', 'I', 'H', 'E', 'C', 'N', 'P', 'F', 'G') 3177898768
('I', 'N', 'T', 'H', 'L', 'C', 'W', 'D', 'U') ('A', 'S', 'E', 'R', 'M', 'O', 'G', 'P', 'F') 3177890134
('O', 'S', 'E', 'R', 'C', 'F', 'P', 'L', 'W') ('A', 'N', 'T', 'H', 'M', 'D', 'G', 'I', 'U') 3177857079
('O', 'T', 'I', 'N', 'G', 'F', 'P', 'L', 'M') ('A', 'S', 'H', 'E', 'C', 'R', 'D', 'W', 'U') 3177844970
('O', 'A', 'I', 'N', 'F', 'D', 'G', 'L', 'C') ('S', 'T', 'H', 'E', 'P', 'R', 'M', 'W', 'U') 3177842209
('R', 'N', 'H', 'E', 'L', 'D', 'F', 'G', 'U') ('I', 'S', 'A', 'T', 'C', 'O', 'P', 'M', 'W') 3177810424
('R', 'S', 'H', 'E', 'C', 'D', 'L', 'W', 'G') ('A', 'T', 'I', 'N', 'M', 'O', 'U', 'P', 'F') 3177795214
('A', 'N', 'H', 'E', 'C', 'D', 'P', 'G', 'U') ('O', 'I', 'S', 'T', 'F', 'R', 'M', 'L', 'W') 3177782082
('I', 'A', 'H', 'E', 'D', 'L', 'M', 'P', 'F') ('S', 'O', 'N', 'T', 'U', 'R', 'W', 'G', 'C') 3177774182
('A', 'I', 'S', 'E', 'C', 'L', 'M', 'W', 'G') ('O', 'N', 'T', 'H', 'F', 'D', 'P', 'R', 'U') 3177719816
('A', 'R', 'T', 'I', 'L', 'C', 'M', 'U', 'F') ('S', 'O', 'H', 'E', 'D', 'N', 'P', 'W', 'G') 3177678784
('T', 'N', 'R', 'E', 'L', 'D', 'W', 'F', 'P') ('O', 'H', 'A', 'S', 'M', 'I', 'U', 'C', 'G') 3177674532
('T', 'R', 'I', 'N', 'D', 'U', 'F', 'C', 'P') ('A', 'S', 'H', 'E', 'L', 'O', 'M', 'W', 'G') 3177673007
('R', 'A', 'T', 'H', 'U', 'L', 'W', 'D', 'F') ('E', 'S', 'I', 'N', 'C', 'O', 'G', 'M', 'P') 3177662077
('O', 'T', 'A', 'N', 'G', 'D', 'F', 'C', 'M') ('I', 'S', 'H', 'E', 'L', 'R', 'W', 'P', 'U') 3177616684
('S', 'N', 'T', 'E', 'C', 'D', 'P', 'G', 'F') ('A', 'I', 'O', 'R', 'U', 'L', 'W', 'H', 'M') 3177540778
('A', 'R', 'T', 'H', 'L', 'C', 'M', 'U', 'F') ('E', 'S', 'I', 'N', 'D', 'O', 'G', 'W', 'P') 3177522675
('O', 'I', 'H', 'E', 'C', 'L', 'M', 'W', 'G') ('S', 'A', 'N', 'T', 'U', 'R', 'F', 'D', 'P') 3177515361
('A', 'R', 'T', 'H', 'L', 'D', 'G', 'U', 'F') ('E', 'S', 'I', 'N', 'C', 'O', 'P', 'M', 'W') 3177514559
