[('A', 'E', 'S', 'T', 'U', 'D', 'F', 'C', 'G', 'B'), 688783762.1000003] 
[('E', 'S', 'A', 'T', 'U', 'B', 'D', 'F', 'G', 'C'), 536495693.2] 
[('E', 'A', 'T', 'S', 'F', 'U', 'B', 'C', 'G', 'D'), 536483033.0] 
[('T', 'E', 'S', 'A', 'U', 'G', 'F', 'C', 'B', 'D'), 536480683.3999999] 
[('E', 'S', 'T', 'A', 'C', 'U', 'B', 'F', 'G', 'D'), 536469329.59999996] 
[('S', 'E', 'A', 'T', 'C', 'B', 'U', 'D', 'G', 'F'), 536453752.89999986] 
[('E', 'T', 'A', 'S', 'B', 'C', 'D', 'G', 'U', 'F'), 536440189.7500001] 
[('S', 'E', 'T', 'A', 'U', 'G', 'B', 'D', 'C', 'F'), 536434356.24999994] 
[('E', 'A', 'T', 'S', 'U', 'F', 'G', 'B', 'C', 'D'), 536426645.6] 
[('S', 'E', 'A', 'T', 'F', 'C', 'G', 'B', 'D', 'U'), 536410256.65000004] 
[('E', 'T', 'A', 'S', 'U', 'C', 'D', 'F', 'B', 'G'), 536407741.09999985] 
[('T', 'E', 'S', 'A', 'U', 'F', 'C', 'B', 'G', 'D'), 536402124.20000017] 
[('E', 'T', 'A', 'S', 'U', 'G', 'D', 'B', 'C', 'F'), 536401819.1000002] 
[('E', 'T', 'S', 'A', 'C', 'B', 'F', 'G', 'U', 'D'), 536397291.7000001] 
[('S', 'E', 'A', 'T', 'F', 'C', 'D', 'B', 'G', 'U'), 536394049.8500001] 
[('S', 'T', 'E', 'A', 'C', 'F', 'G', 'B', 'D', 'U'), 536390427.4] 
[('A', 'E', 'S', 'T', 'D', 'G', 'U', 'C', 'F', 'B'), 536384661.6] 
[('S', 'E', 'T', 'A', 'F', 'C', 'G', 'D', 'U', 'B'), 536376784.5000001] 
[('E', 'A', 'T', 'S', 'B', 'C', 'G', 'U', 'D', 'F'), 536375168.65] 
[('E', 'A', 'T', 'S', 'C', 'U', 'B', 'D', 'G', 'F'), 536368233.4499998] 
[('E', 'S', 'A', 'T', 'F', 'G', 'C', 'B', 'D', 'U'), 536365768.35000014] 
[('A', 'E', 'S', 'T', 'D', 'U', 'C', 'F', 'G', 'B'), 536332352.3500001] 
[('S', 'E', 'A', 'T', 'F', 'C', 'D', 'B', 'U', 'G'), 536330700.75000006] 
[('A', 'S', 'E', 'T', 'D', 'B', 'G', 'F', 'C', 'U'), 536323525.55000013] 
[('S', 'E', 'T', 'A', 'B', 'D', 'G', 'F', 'C', 'U'), 536314570.30000025] 
[('S', 'A', 'E', 'T', 'D', 'U', 'B', 'G', 'C', 'F'), 536299155.94999987] 
[('T', 'A', 'E', 'S', 'C', 'F', 'G', 'U', 'D', 'B'), 536297606.45000017] 
[('S', 'A', 'T', 'E', 'B', 'C', 'F', 'D', 'U', 'G'), 536285616.54999995] 
[('E', 'T', 'S', 'A', 'B', 'G', 'C', 'F', 'D', 'U'), 536283069.1499999] 
[('A', 'T', 'E', 'S', 'B', 'F', 'D', 'G', 'C', 'U'), 536281069.95000035] 
[('T', 'S', 'E', 'A', 'C', 'D', 'B', 'F', 'G', 'U'), 536274338.1500001] 
[('S', 'E', 'A', 'T', 'G', 'F', 'B', 'D', 'U', 'C'), 536258502.5500002] 
[('E', 'T', 'A', 'S', 'U', 'F', 'G', 'B', 'D', 'C'), 536256485.7000001] 
[('A', 'E', 'S', 'T', 'B', 'G', 'U', 'F', 'D', 'C'), 536255256.7499999] 
[('E', 'A', 'T', 'S', 'D', 'F', 'U', 'B', 'C', 'G'), 536248203.7500002] 
[('A', 'S', 'T', 'E', 'F', 'C', 'G', 'U', 'B', 'D'), 536243596.4499999] 
[('T', 'E', 'S', 'A', 'G', 'C', 'F', 'U', 'B', 'D'), 536237288.85000014] 
[('E', 'A', 'T', 'S', 'G', 'C', 'B', 'U', 'D', 'F'), 536220085.15] 
[('A', 'E', 'S', 'T', 'D', 'F', 'U', 'G', 'B', 'C'), 536212102.05000013] 
[('A', 'E', 'T', 'S', 'B', 'D', 'G', 'C', 'U', 'F'), 536210559.34999985] 
[('A', 'E', 'T', 'S', 'U', 'G', 'F', 'B', 'D', 'C'), 536207656.25] 
[('T', 'E', 'A', 'S', 'C', 'U', 'B', 'G', 'F', 'D'), 536201673.8000001] 
[('S', 'E', 'A', 'T', 'G', 'C', 'F', 'B', 'D', 'U'), 536191150.6500001] 
[('A', 'E', 'T', 'S', 'C', 'D', 'G', 'U', 'F', 'B'), 536175192.29999983] 
[('E', 'S', 'T', 'A', 'C', 'G', 'F', 'B', 'U', 'D'), 536158828.79999995] 
[('E', 'A', 'T', 'S', 'D', 'G', 'B', 'C', 'U', 'F'), 536156682.85] 
[('T', 'A', 'S', 'E', 'D', 'G', 'B', 'U', 'F', 'C'), 536125785.40000004] 
[('T', 'A', 'S', 'E', 'F', 'D', 'U', 'G', 'C', 'B'), 536121199.6500002] 
[('T', 'S', 'E', 'A', 'C', 'D', 'B', 'G', 'F', 'U'), 536116597.25000036] 
[('A', 'S', 'E', 'T', 'B', 'C', 'G', 'D', 'U', 'F'), 536112373.6499999] 
[('A', 'T', 'S', 'E', 'U', 'C', 'D', 'F', 'B', 'G'), 536109767.1999996] 
[('S', 'A', 'T', 'E', 'G', 'D', 'U', 'B', 'F', 'C'), 536103921.5999999] 
[('S', 'T', 'E', 'A', 'D', 'G', 'F', 'U', 'B', 'C'), 536101697.65000004] 
[('E', 'T', 'S', 'A', 'C', 'F', 'D', 'B', 'U', 'G'), 536090894.00000006] 
[('T', 'A', 'S', 'E', 'F', 'C', 'B', 'D', 'G', 'U'), 536090743.2] 
[('A', 'S', 'E', 'T', 'U', 'F', 'G', 'C', 'D', 'B'), 536089028.7] 
[('E', 'A', 'T', 'S', 'F', 'C', 'G', 'U', 'D', 'B'), 536083652.80000013] 
[('E', 'T', 'S', 'A', 'F', 'D', 'B', 'C', 'G', 'U'), 536075678.5000001] 
[('T', 'E', 'A', 'S', 'B', 'D', 'C', 'F', 'U', 'G'), 536069743.7] 
[('S', 'T', 'E', 'A', 'B', 'G', 'U', 'D', 'C', 'F'), 536053076.1000001] 
[('E', 'T', 'A', 'S', 'B', 'C', 'D', 'U', 'F', 'G'), 536048070.4500003] 
[('A', 'T', 'S', 'E', 'F', 'D', 'G', 'B', 'U', 'C'), 536041487.1000001] 
[('A', 'T', 'S', 'E', 'F', 'C', 'D', 'G', 'U', 'B'), 536021662.34999985] 
[('S', 'E', 'T', 'A', 'F', 'C', 'G', 'D', 'B', 'U'), 536018937.8] 
[('S', 'A', 'E', 'T', 'F', 'U', 'B', 'C', 'D', 'G'), 536011800.4] 
[('E', 'T', 'A', 'S', 'B', 'G', 'D', 'C', 'U', 'F'), 535999626.9500002] 
[('A', 'T', 'S', 'E', 'U', 'C', 'D', 'G', 'F', 'B'), 535985307.5999998] 
[('A', 'T', 'S', 'E', 'B', 'G', 'D', 'U', 'C', 'F'), 535982404.20000005] 
[('E', 'S', 'T', 'A', 'U', 'C', 'B', 'F', 'G', 'D'), 535977911.0499999] 
[('T', 'A', 'S', 'E', 'C', 'D', 'U', 'G', 'B', 'F'), 535967582.1] 
[('A', 'T', 'S', 'E', 'G', 'D', 'U', 'B', 'C', 'F'), 535962368.15] 
[('S', 'T', 'E', 'A', 'C', 'D', 'U', 'B', 'G', 'F'), 535955684.7500002] 
[('A', 'E', 'T', 'S', 'C', 'D', 'U', 'B', 'G', 'F'), 535948174.89999986] 
[('S', 'T', 'E', 'A', 'C', 'B', 'F', 'G', 'D', 'U'), 535917710.2000001] 
[('A', 'E', 'S', 'T', 'D', 'F', 'B', 'U', 'C', 'G'), 535913003.34999996] 
[('A', 'S', 'E', 'T', 'C', 'G', 'F', 'B', 'D', 'U'), 535911772.79999995] 
[('A', 'T', 'E', 'S', 'G', 'F', 'D', 'U', 'C', 'B'), 535908080.2999999] 
[('E', 'T', 'S', 'A', 'D', 'U', 'F', 'G', 'C', 'B'), 535895600.15000004] 
[('E', 'T', 'S', 'A', 'U', 'D', 'B', 'G', 'C', 'F'), 535895299.2500002] 
[('A', 'S', 'E', 'T', 'F', 'U', 'D', 'G', 'B', 'C'), 535881911.25000006] 
[('E', 'S', 'T', 'A', 'F', 'B', 'C', 'U', 'G', 'D'), 535866238.50000006] 
[('A', 'S', 'E', 'T', 'D', 'B', 'G', 'U', 'F', 'C'), 535855039.84999996] 
[('A', 'S', 'E', 'T', 'D', 'G', 'C', 'B', 'F', 'U'), 535852831.6000001] 
[('E', 'T', 'S', 'A', 'G', 'D', 'U', 'B', 'F', 'C'), 535850572.75000024] 
[('A', 'T', 'E', 'S', 'F', 'D', 'G', 'C', 'B', 'U'), 535844786.70000017] 
[('E', 'S', 'T', 'A', 'U', 'D', 'F', 'G', 'C', 'B'), 535844523.9500001] 
[('E', 'S', 'A', 'T', 'B', 'G', 'D', 'F', 'U', 'C'), 535833362.80000013] 
[('E', 'T', 'A', 'S', 'F', 'D', 'B', 'G', 'C', 'U'), 535824400.20000017] 
[('E', 'S', 'A', 'T', 'B', 'G', 'D', 'U', 'F', 'C'), 535824095.50000006] 
[('S', 'T', 'E', 'A', 'D', 'B', 'U', 'F', 'G', 'C'), 535816423.2] 
[('S', 'E', 'T', 'A', 'G', 'D', 'B', 'F', 'U', 'C'), 535802716.75000006] 
[('T', 'A', 'E', 'S', 'G', 'B', 'C', 'D', 'U', 'F'), 535801811.2499998] 
[('S', 'E', 'A', 'T', 'F', 'G', 'B', 'D', 'C', 'U'), 535796899.2000001] 
[('T', 'A', 'E', 'S', 'B', 'F', 'C', 'U', 'D', 'G'), 535796003.55000025] 
[('S', 'T', 'E', 'A', 'C', 'G', 'F', 'B', 'D', 'U'), 535762450.95] 
[('A', 'T', 'S', 'E', 'U', 'C', 'D', 'G', 'B', 'F'), 535761659.79999965] 
[('E', 'S', 'A', 'T', 'G', 'B', 'C', 'F', 'U', 'D'), 535759451.59999996] 
[('E', 'T', 'A', 'S', 'U', 'B', 'G', 'F', 'D', 'C'), 535756851.0] 
[('A', 'S', 'T', 'E', 'C', 'F', 'G', 'D', 'U', 'B'), 535752067.2999997] 
[('T', 'A', 'E', 'S', 'B', 'G', 'F', 'U', 'D', 'C'), 535751538.55000013] 
[('E', 'T', 'A', 'S', 'C', 'G', 'B', 'F', 'U', 'D'), 535738607.15000015] 
[('T', 'E', 'A', 'S', 'B', 'D', 'C', 'G', 'F', 'U'), 535737249.99999994] 
[('A', 'E', 'T', 'S', 'C', 'D', 'G', 'U', 'B', 'F'), 535728695.49999976] 
[('T', 'E', 'A', 'S', 'B', 'G', 'U', 'C', 'D', 'F'), 535721312.9499999] 
[('S', 'E', 'A', 'T', 'G', 'C', 'D', 'U', 'F', 'B'), 535708695.25000006] 
[('A', 'E', 'T', 'S', 'B', 'D', 'G', 'U', 'C', 'F'), 535690829.9499999] 
[('E', 'T', 'S', 'A', 'D', 'F', 'U', 'C', 'B', 'G'), 535677187.45000005] 
[('T', 'A', 'S', 'E', 'D', 'C', 'U', 'F', 'B', 'G'), 535672435.1] 
[('E', 'T', 'A', 'S', 'G', 'F', 'B', 'D', 'U', 'C'), 535656379.0500002] 
[('E', 'A', 'T', 'S', 'C', 'D', 'G', 'F', 'B', 'U'), 535624689.1499997] 
[('E', 'T', 'S', 'A', 'C', 'B', 'F', 'G', 'D', 'U'), 535623549.20000005] 
[('S', 'E', 'T', 'A', 'B', 'C', 'G', 'D', 'F', 'U'), 535617026.6500001] 
[('E', 'T', 'S', 'A', 'B', 'F', 'C', 'D', 'U', 'G'), 535610146.34999985] 
[('S', 'A', 'E', 'T', 'F', 'U', 'G', 'C', 'B', 'D'), 535593989.2999998] 
[('S', 'A', 'T', 'E', 'G', 'B', 'D', 'C', 'U', 'F'), 535583379.74999994] 
[('E', 'A', 'T', 'S', 'B', 'U', 'G', 'C', 'D', 'F'), 535578283.34999985] 
[('A', 'S', 'E', 'T', 'G', 'B', 'U', 'D', 'F', 'C'), 535572790.64999986] 
[('S', 'E', 'A', 'T', 'B', 'C', 'G', 'D', 'U', 'F'), 535571802.8999999] 
[('E', 'A', 'T', 'S', 'B', 'U', 'C', 'D', 'G', 'F'), 535568913.94999975] 
[('A', 'T', 'E', 'S', 'F', 'B', 'C', 'G', 'D', 'U'), 535559980.9000001] 
[('E', 'T', 'A', 'S', 'C', 'B', 'D', 'F', 'G', 'U'), 535529791.8499997] 
[('S', 'A', 'E', 'T', 'F', 'G', 'U', 'D', 'C', 'B'), 535521724.7000003] 
[('S', 'E', 'T', 'A', 'F', 'D', 'G', 'U', 'B', 'C'), 535513175.65000015] 
[('E', 'T', 'A', 'S', 'B', 'G', 'F', 'C', 'D', 'U'), 535512445.5499998] 
[('T', 'E', 'A', 'S', 'D', 'U', 'G', 'C', 'B', 'F'), 535511087.6500001] 
[('E', 'T', 'S', 'A', 'C', 'U', 'G', 'D', 'B', 'F'), 535487882.0999999] 
[('T', 'S', 'E', 'A', 'B', 'F', 'U', 'C', 'D', 'G'), 535485086.8500001] 
[('A', 'E', 'T', 'S', 'F', 'C', 'U', 'D', 'B', 'G'), 535482856.3500002] 
[('T', 'E', 'A', 'S', 'F', 'G', 'U', 'B', 'D', 'C'), 535454887.9000001] 
[('S', 'E', 'T', 'A', 'F', 'D', 'G', 'B', 'C', 'U'), 535436667.8500003] 
[('A', 'S', 'E', 'T', 'C', 'B', 'U', 'G', 'F', 'D'), 535435188.9499999] 
[('E', 'T', 'A', 'S', 'U', 'G', 'D', 'F', 'C', 'B'), 535431916.3999999] 
[('E', 'A', 'T', 'S', 'F', 'C', 'U', 'B', 'G', 'D'), 535419255.1000002] 
[('E', 'A', 'T', 'S', 'B', 'U', 'F', 'D', 'G', 'C'), 535404290.44999975] 
[('A', 'T', 'S', 'E', 'D', 'G', 'F', 'B', 'U', 'C'), 535402615.20000005] 
[('A', 'E', 'T', 'S', 'U', 'F', 'C', 'B', 'D', 'G'), 535401914.60000014] 
[('E', 'S', 'T', 'A', 'D', 'F', 'U', 'B', 'G', 'C'), 535397066.55000013] 
[('T', 'A', 'E', 'S', 'B', 'D', 'F', 'C', 'U', 'G'), 535392885.1999999] 
[('A', 'S', 'E', 'T', 'D', 'G', 'B', 'F', 'C', 'U'), 535376803.8999999] 
[('S', 'E', 'A', 'T', 'B', 'F', 'U', 'G', 'C', 'D'), 535373780.2000001] 
[('S', 'E', 'T', 'A', 'U', 'B', 'C', 'F', 'D', 'G'), 535372808.5000003] 
[('S', 'A', 'T', 'E', 'C', 'G', 'D', 'U', 'F', 'B'), 535369556.29999995] 
[('T', 'S', 'E', 'A', 'F', 'C', 'G', 'U', 'D', 'B'), 535367212.3999999] 
[('A', 'T', 'S', 'E', 'B', 'C', 'G', 'U', 'F', 'D'), 535351159.3] 
[('E', 'S', 'T', 'A', 'C', 'F', 'G', 'B', 'D', 'U'), 535350364.59999996] 
[('E', 'A', 'T', 'S', 'D', 'B', 'F', 'C', 'U', 'G'), 535332501.2499999] 
[('E', 'T', 'S', 'A', 'U', 'D', 'F', 'G', 'B', 'C'), 535312789.15000004] 
[('A', 'E', 'T', 'S', 'U', 'F', 'G', 'B', 'D', 'C'), 535311671.30000013] 
[('E', 'T', 'S', 'A', 'U', 'C', 'F', 'G', 'D', 'B'), 535302918.25] 
[('E', 'T', 'S', 'A', 'C', 'F', 'D', 'G', 'U', 'B'), 535275135.1999999] 
[('E', 'T', 'A', 'S', 'U', 'G', 'F', 'B', 'D', 'C'), 535266823.90000004] 
[('T', 'S', 'E', 'A', 'F', 'C', 'B', 'U', 'D', 'G'), 535258417.70000005] 
[('E', 'T', 'A', 'S', 'B', 'C', 'G', 'F', 'U', 'D'), 535254157.9499999] 
[('E', 'T', 'S', 'A', 'B', 'F', 'C', 'U', 'D', 'G'), 535248501.55000013] 
[('T', 'S', 'E', 'A', 'G', 'C', 'F', 'U', 'D', 'B'), 535244690.85] 
[('T', 'S', 'E', 'A', 'B', 'U', 'F', 'G', 'D', 'C'), 535239240.6] 
[('A', 'T', 'E', 'S', 'B', 'F', 'D', 'G', 'U', 'C'), 535237976.75000006] 
[('S', 'E', 'T', 'A', 'G', 'C', 'D', 'B', 'U', 'F'), 535234049.00000024] 
[('E', 'S', 'T', 'A', 'C', 'F', 'D', 'G', 'B', 'U'), 535233747.00000006] 
[('S', 'A', 'E', 'T', 'D', 'U', 'B', 'F', 'C', 'G'), 535230946.2500002] 
[('A', 'E', 'T', 'S', 'C', 'D', 'U', 'G', 'B', 'F'), 535226902.2] 
[('S', 'A', 'T', 'E', 'D', 'U', 'C', 'G', 'B', 'F'), 535225328.65000004] 
[('S', 'E', 'T', 'A', 'G', 'D', 'F', 'C', 'U', 'B'), 535213762.65] 
[('E', 'T', 'A', 'S', 'G', 'C', 'B', 'U', 'F', 'D'), 535211946.04999995] 
[('E', 'T', 'A', 'S', 'B', 'G', 'C', 'D', 'U', 'F'), 535207741.24999976] 
[('A', 'S', 'E', 'T', 'G', 'B', 'U', 'C', 'D', 'F'), 535190636.6499998] 
[('S', 'E', 'A', 'T', 'B', 'C', 'U', 'F', 'D', 'G'), 535183725.3] 
[('A', 'S', 'E', 'T', 'B', 'U', 'C', 'G', 'F', 'D'), 535183656.7000001] 
[('S', 'T', 'E', 'A', 'C', 'G', 'B', 'U', 'F', 'D'), 535179234.65000004] 
[('E', 'T', 'A', 'S', 'U', 'B', 'D', 'G', 'C', 'F'), 535171555.2] 
[('E', 'T', 'S', 'A', 'U', 'D', 'B', 'F', 'C', 'G'), 535165724.85] 
[('T', 'A', 'S', 'E', 'B', 'C', 'G', 'D', 'U', 'F'), 535163995.74999994] 
[('T', 'S', 'E', 'A', 'B', 'U', 'G', 'C', 'F', 'D'), 535139730.9999998] 
[('E', 'T', 'S', 'A', 'B', 'C', 'U', 'G', 'D', 'F'), 535135685.95000017] 
[('A', 'T', 'S', 'E', 'D', 'U', 'C', 'F', 'G', 'B'), 535130669.7500001] 
[('T', 'A', 'S', 'E', 'D', 'B', 'F', 'C', 'G', 'U'), 535125176.5999999] 
[('E', 'T', 'A', 'S', 'B', 'C', 'D', 'F', 'U', 'G'), 535123110.2500001] 
[('A', 'E', 'S', 'T', 'D', 'G', 'C', 'U', 'F', 'B'), 535111116.40000015] 
[('T', 'A', 'E', 'S', 'F', 'B', 'C', 'U', 'D', 'G'), 535105349.7000001] 
[('S', 'E', 'A', 'T', 'G', 'F', 'D', 'U', 'C', 'B'), 535104363.4500003] 
[('S', 'A', 'T', 'E', 'C', 'G', 'D', 'U', 'B', 'F'), 535104112.8999998] 
[('A', 'E', 'T', 'S', 'U', 'F', 'G', 'C', 'B', 'D'), 535081846.4] 
[('S', 'A', 'E', 'T', 'D', 'C', 'U', 'B', 'F', 'G'), 535079992.8000002] 
[('A', 'S', 'E', 'T', 'C', 'F', 'B', 'U', 'G', 'D'), 535053203.8499999] 
[('S', 'E', 'T', 'A', 'U', 'G', 'D', 'C', 'F', 'B'), 535048689.25] 
[('S', 'E', 'A', 'T', 'B', 'U', 'D', 'G', 'F', 'C'), 535036971.74999994] 
[('E', 'T', 'S', 'A', 'D', 'F', 'G', 'B', 'U', 'C'), 535029613.65000015] 
[('E', 'S', 'A', 'T', 'B', 'G', 'C', 'F', 'D', 'U'), 535027695.79999983] 
[('A', 'E', 'S', 'T', 'D', 'U', 'C', 'G', 'B', 'F'), 535024734.85000014] 
[('S', 'A', 'T', 'E', 'U', 'C', 'F', 'G', 'D', 'B'), 535016200.9] 
[('T', 'A', 'E', 'S', 'B', 'C', 'G', 'U', 'F', 'D'), 535015673.2499999] 
[('A', 'S', 'E', 'T', 'U', 'C', 'F', 'G', 'D', 'B'), 535006181.64999986] 
[('E', 'A', 'T', 'S', 'G', 'C', 'B', 'D', 'F', 'U'), 535004051.5500001] 
[('E', 'T', 'A', 'S', 'B', 'F', 'C', 'U', 'D', 'G'), 535000724.75000036] 
[('A', 'S', 'E', 'T', 'D', 'B', 'C', 'U', 'F', 'G'), 534983617.6500002] 
[('S', 'E', 'A', 'T', 'C', 'F', 'B', 'U', 'D', 'G'), 534975848.40000004] 
[('S', 'T', 'E', 'A', 'C', 'D', 'G', 'B', 'U', 'F'), 534971423.75000024] 
[('S', 'T', 'E', 'A', 'C', 'D', 'G', 'B', 'F', 'U'), 534966839.15000004] 
[('A', 'E', 'T', 'S', 'B', 'D', 'U', 'G', 'C', 'F'), 534965995.54999995] 
[('T', 'E', 'S', 'A', 'U', 'B', 'G', 'C', 'F', 'D'), 534964135.6999998] 
[('S', 'E', 'A', 'T', 'D', 'U', 'G', 'C', 'B', 'F'), 534956760.95000005] 
[('A', 'S', 'E', 'T', 'U', 'C', 'G', 'D', 'F', 'B'), 534956593.65000015] 
[('T', 'E', 'S', 'A', 'F', 'B', 'C', 'D', 'G', 'U'), 534953314.6000002] 
[('A', 'T', 'S', 'E', 'F', 'C', 'D', 'B', 'G', 'U'), 534948637.45000005] 
[('T', 'E', 'S', 'A', 'U', 'B', 'F', 'C', 'G', 'D'), 534947383.4999999] 
[('S', 'E', 'T', 'A', 'C', 'D', 'F', 'U', 'G', 'B'), 534941777.1499998] 
[('S', 'E', 'A', 'T', 'D', 'U', 'F', 'G', 'B', 'C'), 534940944.95] 
[('E', 'A', 'T', 'S', 'G', 'U', 'B', 'D', 'C', 'F'), 534906856.34999985] 
[('T', 'S', 'E', 'A', 'C', 'D', 'F', 'B', 'U', 'G'), 534905586.5500001] 
[('E', 'A', 'T', 'S', 'G', 'D', 'F', 'C', 'U', 'B'), 534891673.54999983] 
[('E', 'S', 'T', 'A', 'C', 'B', 'U', 'G', 'F', 'D'), 534880226.00000006] 
[('A', 'E', 'T', 'S', 'G', 'D', 'F', 'C', 'U', 'B'), 534846636.59999985] 
[('A', 'T', 'S', 'E', 'D', 'U', 'C', 'B', 'F', 'G'), 534830548.9500001] 
[('E', 'A', 'T', 'S', 'D', 'B', 'C', 'G', 'U', 'F'), 534820447.4499999] 
[('E', 'T', 'S', 'A', 'D', 'U', 'F', 'B', 'C', 'G'), 534807460.15] 
[('T', 'E', 'S', 'A', 'U', 'B', 'D', 'G', 'F', 'C'), 534793779.8000001] 
[('E', 'S', 'T', 'A', 'U', 'D', 'B', 'F', 'G', 'C'), 534783589.75000006] 
[('E', 'T', 'S', 'A', 'C', 'U', 'D', 'B', 'G', 'F'), 534779359.6] 
[('A', 'S', 'T', 'E', 'F', 'G', 'D', 'C', 'B', 'U'), 534763534.1500001] 
[('S', 'T', 'E', 'A', 'B', 'F', 'U', 'C', 'D', 'G'), 534763294.2500001] 
[('E', 'S', 'A', 'T', 'B', 'G', 'D', 'F', 'C', 'U'), 534751941.3999999] 
[('A', 'T', 'S', 'E', 'D', 'F', 'G', 'B', 'C', 'U'), 534741955.3499999] 
[('A', 'T', 'E', 'S', 'G', 'D', 'B', 'F', 'U', 'C'), 534741081.2999999] 
[('E', 'S', 'A', 'T', 'U', 'G', 'C', 'B', 'D', 'F'), 534738938.90000004] 
[('E', 'T', 'S', 'A', 'B', 'G', 'D', 'C', 'U', 'F'), 534726865.2499999] 
[('T', 'S', 'E', 'A', 'B', 'U', 'G', 'F', 'D', 'C'), 534721067.3] 
[('T', 'A', 'E', 'S', 'G', 'C', 'F', 'U', 'D', 'B'), 534708323.15000004] 
[('S', 'E', 'A', 'T', 'C', 'U', 'B', 'F', 'G', 'D'), 534707792.35] 
[('E', 'T', 'S', 'A', 'U', 'D', 'F', 'B', 'G', 'C'), 534707430.45000017] 
[('S', 'E', 'A', 'T', 'C', 'B', 'F', 'D', 'U', 'G'), 534689965.1] 
[('T', 'S', 'E', 'A', 'C', 'D', 'F', 'G', 'U', 'B'), 534666328.7499999] 
[('E', 'A', 'T', 'S', 'F', 'C', 'D', 'U', 'G', 'B'), 534654565.8000002] 
[('E', 'A', 'T', 'S', 'B', 'D', 'F', 'C', 'G', 'U'), 534654406.9499998] 
[('E', 'S', 'T', 'A', 'B', 'C', 'U', 'G', 'F', 'D'), 534652871.05000025] 
[('A', 'T', 'S', 'E', 'G', 'D', 'U', 'B', 'F', 'C'), 534650199.75] 
[('A', 'E', 'T', 'S', 'C', 'D', 'U', 'F', 'B', 'G'), 534648439.5] 
[('S', 'A', 'E', 'T', 'B', 'U', 'F', 'C', 'G', 'D'), 534640399.14999986] 
[('S', 'A', 'E', 'T', 'F', 'U', 'G', 'B', 'D', 'C'), 534622803.0] 
[('T', 'A', 'E', 'S', 'F', 'D', 'G', 'C', 'B', 'U'), 534618723.15000004] 
[('T', 'E', 'A', 'S', 'F', 'G', 'U', 'C', 'B', 'D'), 534613503.9999999] 
[('A', 'E', 'T', 'S', 'B', 'D', 'C', 'U', 'G', 'F'), 534604539.4499998] 
[('A', 'T', 'S', 'E', 'C', 'F', 'D', 'B', 'G', 'U'), 534591825.4000001] 
[('T', 'E', 'S', 'A', 'C', 'G', 'B', 'D', 'F', 'U'), 534581343.29999995] 
[('T', 'E', 'S', 'A', 'F', 'C', 'G', 'B', 'U', 'D'), 534575233.6000003] 
[('E', 'T', 'A', 'S', 'G', 'B', 'F', 'C', 'U', 'D'), 534574244.14999986] 
[('T', 'E', 'A', 'S', 'B', 'C', 'F', 'D', 'U', 'G'), 534571877.54999983] 
[('T', 'A', 'E', 'S', 'B', 'C', 'F', 'G', 'U', 'D'), 534566542.24999976] 
[('S', 'T', 'E', 'A', 'C', 'B', 'U', 'F', 'D', 'G'), 534562229.99999994] 
[('T', 'S', 'E', 'A', 'G', 'B', 'C', 'D', 'U', 'F'), 534560024.2500001] 
[('E', 'T', 'A', 'S', 'C', 'B', 'D', 'G', 'F', 'U'), 534542213.65000004] 
[('S', 'A', 'E', 'T', 'D', 'G', 'U', 'C', 'B', 'F'), 534541635.15000015] 
[('A', 'T', 'E', 'S', 'F', 'D', 'B', 'U', 'C', 'G'), 534536547.3999999] 
[('S', 'E', 'A', 'T', 'G', 'B', 'F', 'D', 'C', 'U'), 534526698.5500001] 
[('A', 'S', 'E', 'T', 'G', 'C', 'U', 'B', 'F', 'D'), 534522178.50000006] 
[('T', 'E', 'S', 'A', 'U', 'G', 'B', 'C', 'F', 'D'), 534521015.19999963] 
[('T', 'S', 'E', 'A', 'B', 'C', 'G', 'U', 'F', 'D'), 534520961.14999986] 
[('E', 'A', 'T', 'S', 'G', 'D', 'C', 'F', 'U', 'B'), 534505800.15] 
[('E', 'S', 'T', 'A', 'C', 'U', 'F', 'G', 'D', 'B'), 534499946.4000001] 
[('A', 'S', 'T', 'E', 'C', 'G', 'F', 'D', 'B', 'U'), 534499162.1499999] 
[('A', 'T', 'S', 'E', 'C', 'B', 'G', 'U', 'D', 'F'), 534496788.30000013] 
[('E', 'A', 'T', 'S', 'D', 'B', 'C', 'F', 'U', 'G'), 534488529.1499999] 
[('A', 'T', 'S', 'E', 'D', 'G', 'F', 'B', 'C', 'U'), 534481488.4000001] 
[('S', 'A', 'T', 'E', 'D', 'G', 'F', 'C', 'U', 'B'), 534480237.55] 
[('A', 'S', 'E', 'T', 'C', 'F', 'G', 'U', 'B', 'D'), 534464123.05] 
[('S', 'T', 'E', 'A', 'D', 'G', 'B', 'F', 'U', 'C'), 534448351.75000006] 
[('E', 'A', 'T', 'S', 'B', 'U', 'F', 'C', 'D', 'G'), 534447952.1499999] 
[('A', 'E', 'T', 'S', 'B', 'D', 'U', 'F', 'C', 'G'), 534444280.0499998] 
[('S', 'T', 'E', 'A', 'B', 'C', 'G', 'U', 'F', 'D'), 534443356.05000025] 
[('S', 'E', 'A', 'T', 'B', 'F', 'G', 'D', 'C', 'U'), 534439058.5000002] 
[('E', 'T', 'S', 'A', 'G', 'B', 'C', 'U', 'F', 'D'), 534437328.65000015] 
